institution_code,institution_abbreviation,institution_name,metric,year,value
H14,UNISA,University of South Africa,African,2009,168614
H14,UNISA,University of South Africa,Coloured,2009,15338
H14,UNISA,University of South Africa,Indian,2009,23418
H14,UNISA,University of South Africa,White,2009,56117
H14,UNISA,University of South Africa,Other,2009,72
H14,UNISA,University of South Africa,Total,2009,263559
H14,UNISA,University of South Africa,African,2010,195553
H14,UNISA,University of South Africa,Coloured,2010,16610
H14,UNISA,University of South Africa,Indian,2010,24113
H14,UNISA,University of South Africa,White,2010,56965
H14,UNISA,University of South Africa,Other,2010,196
H14,UNISA,University of South Africa,Total,2010,293437
H14,UNISA,University of South Africa,African,2011,228159
H14,UNISA,University of South Africa,Coloured,2011,17643
H14,UNISA,University of South Africa,Indian,2011,24571
H14,UNISA,University of South Africa,White,2011,58094
H14,UNISA,University of South Africa,Other,2011,397
H14,UNISA,University of South Africa,Total,2011,328864
H14,UNISA,University of South Africa,African,2012,239577
H14,UNISA,University of South Africa,Coloured,2012,17595
H14,UNISA,University of South Africa,Indian,2012,23162
H14,UNISA,University of South Africa,White,2012,55350
H14,UNISA,University of South Africa,Other,2012,602
H14,UNISA,University of South Africa,Total,2012,336286
H14,UNISA,University of South Africa,African,2013,253613
H14,UNISA,University of South Africa,Coloured,2013,19105
H14,UNISA,University of South Africa,Indian,2013,24401
H14,UNISA,University of South Africa,White,2013,57268
H14,UNISA,University of South Africa,Other,2013,853
H14,UNISA,University of South Africa,Total,2013,355240
H14,UNISA,University of South Africa,African,2014,233653
H14,UNISA,University of South Africa,Coloured,2014,18139
H14,UNISA,University of South Africa,Indian,2014,22433
H14,UNISA,University of South Africa,White,2014,53186
H14,UNISA,University of South Africa,Other,2014,1080
H14,UNISA,University of South Africa,Total,2014,328491
H14,UNISA,University of South Africa,African,2015,243137
H14,UNISA,University of South Africa,Coloured,2015,19345
H14,UNISA,University of South Africa,Indian,2015,22298
H14,UNISA,University of South Africa,White,2015,51690
H14,UNISA,University of South Africa,Other,2015,1474
H14,UNISA,University of South Africa,Total,2015,337944
H14,UNISA,University of South Africa,African,2016,216751
H14,UNISA,University of South Africa,Coloured,2016,16894
H14,UNISA,University of South Africa,Indian,2016,19382
H14,UNISA,University of South Africa,White,2016,45102
H14,UNISA,University of South Africa,Other,2016,1195
H14,UNISA,University of South Africa,Total,2016,299324
H15,SU,University of Stellenbosch,African,2009,3362
H15,SU,University of Stellenbosch,Coloured,2009,4245
H15,SU,University of Stellenbosch,Indian,2009,511
H15,SU,University of Stellenbosch,White,2009,17575
H15,SU,University of Stellenbosch,Total,2009,25693
H15,SU,University of Stellenbosch,African,2010,3811
H15,SU,University of Stellenbosch,Coloured,2010,4463
H15,SU,University of Stellenbosch,Indian,2010,546
H15,SU,University of Stellenbosch,White,2010,18524
H15,SU,University of Stellenbosch,Total,2010,27344
H15,SU,University of Stellenbosch,African,2011,3885
H15,SU,University of Stellenbosch,Coloured,2011,4362
H15,SU,University of Stellenbosch,Indian,2011,566
H15,SU,University of Stellenbosch,White,2011,18453
H15,SU,University of Stellenbosch,Total,2011,27266
H15,SU,University of Stellenbosch,African,2012,4027
H15,SU,University of Stellenbosch,Coloured,2012,4253
H15,SU,University of Stellenbosch,Indian,2012,572
H15,SU,University of Stellenbosch,White,2012,18658
H15,SU,University of Stellenbosch,Total,2012,27510
H15,SU,University of Stellenbosch,African,2013,4231
H15,SU,University of Stellenbosch,Coloured,2013,4421
H15,SU,University of Stellenbosch,Indian,2013,636
H15,SU,University of Stellenbosch,White,2013,18130
H15,SU,University of Stellenbosch,Total,2013,27418
H15,SU,University of Stellenbosch,African,2014,4654
H15,SU,University of Stellenbosch,Coloured,2014,5000
H15,SU,University of Stellenbosch,Indian,2014,739
H15,SU,University of Stellenbosch,White,2014,18476
H15,SU,University of Stellenbosch,Total,2014,28869
H15,SU,University of Stellenbosch,African,2015,4970
H15,SU,University of Stellenbosch,Coloured,2015,5201
H15,SU,University of Stellenbosch,Indian,2015,787
H15,SU,University of Stellenbosch,White,2015,18655
H15,SU,University of Stellenbosch,Total,2015,29613
H15,SU,University of Stellenbosch,African,2016,5185
H15,SU,University of Stellenbosch,Coloured,2016,5385
H15,SU,University of Stellenbosch,Indian,2016,866
H15,SU,University of Stellenbosch,White,2016,18714
H15,SU,University of Stellenbosch,Other,2016,11
H15,SU,University of Stellenbosch,Total,2016,30161
H16,TUT,Tshwane University of Technology,African,2009,47043
H16,TUT,Tshwane University of Technology,Coloured,2009,673
H16,TUT,Tshwane University of Technology,Indian,2009,308
H16,TUT,Tshwane University of Technology,White,2009,4664
H16,TUT,Tshwane University of Technology,Total,2009,52688
H16,TUT,Tshwane University of Technology,African,2010,46636
H16,TUT,Tshwane University of Technology,Coloured,2010,618
H16,TUT,Tshwane University of Technology,Indian,2010,281
H16,TUT,Tshwane University of Technology,White,2010,4250
H16,TUT,Tshwane University of Technology,Total,2010,51785
H16,TUT,Tshwane University of Technology,African,2011,45466
H16,TUT,Tshwane University of Technology,Coloured,2011,522
H16,TUT,Tshwane University of Technology,Indian,2011,250
H16,TUT,Tshwane University of Technology,White,2011,3837
H16,TUT,Tshwane University of Technology,Total,2011,50075
H16,TUT,Tshwane University of Technology,African,2012,47487
H16,TUT,Tshwane University of Technology,Coloured,2012,519
H16,TUT,Tshwane University of Technology,Indian,2012,242
H16,TUT,Tshwane University of Technology,White,2012,3463
H16,TUT,Tshwane University of Technology,Total,2012,51711
H16,TUT,Tshwane University of Technology,African,2013,50299
H16,TUT,Tshwane University of Technology,Coloured,2013,525
H16,TUT,Tshwane University of Technology,Indian,2013,249
H16,TUT,Tshwane University of Technology,White,2013,3086
H16,TUT,Tshwane University of Technology,Total,2013,54159
H16,TUT,Tshwane University of Technology,African,2014,53238
H16,TUT,Tshwane University of Technology,Coloured,2014,560
H16,TUT,Tshwane University of Technology,Indian,2014,229
H16,TUT,Tshwane University of Technology,White,2014,2758
H16,TUT,Tshwane University of Technology,Total,2014,56785
H16,TUT,Tshwane University of Technology,African,2015,54063
H16,TUT,Tshwane University of Technology,Coloured,2015,515
H16,TUT,Tshwane University of Technology,Indian,2015,238
H16,TUT,Tshwane University of Technology,White,2015,2430
H16,TUT,Tshwane University of Technology,Total,2015,57246
H16,TUT,Tshwane University of Technology,African,2016,55957
H16,TUT,Tshwane University of Technology,Coloured,2016,539
H16,TUT,Tshwane University of Technology,Indian,2016,238
H16,TUT,Tshwane University of Technology,White,2016,2167
H16,TUT,Tshwane University of Technology,Other,2016,0
H16,TUT,Tshwane University of Technology,Total,2016,58901
H17,UNIVEN,University of Venda,African,2009,11118
H17,UNIVEN,University of Venda,Coloured,2009,1
H17,UNIVEN,University of Venda,Indian,2009,1
H17,UNIVEN,University of Venda,White,2009,5
H17,UNIVEN,University of Venda,Total,2009,11125
H17,UNIVEN,University of Venda,African,2010,10676
H17,UNIVEN,University of Venda,Coloured,2010,2
H17,UNIVEN,University of Venda,Indian,2010,0
H17,UNIVEN,University of Venda,White,2010,1
H17,UNIVEN,University of Venda,Total,2010,10679
H17,UNIVEN,University of Venda,African,2011,10335
H17,UNIVEN,University of Venda,Coloured,2011,1
H17,UNIVEN,University of Venda,Indian,2011,3
H17,UNIVEN,University of Venda,White,2011,3
H17,UNIVEN,University of Venda,Total,2011,10342
H17,UNIVEN,University of Venda,African,2012,10308
H17,UNIVEN,University of Venda,Coloured,2012,3
H17,UNIVEN,University of Venda,Indian,2012,7
H17,UNIVEN,University of Venda,White,2012,5
H17,UNIVEN,University of Venda,Total,2012,10323
H17,UNIVEN,University of Venda,African,2013,11797
H17,UNIVEN,University of Venda,Coloured,2013,3
H17,UNIVEN,University of Venda,Indian,2013,11
H17,UNIVEN,University of Venda,White,2013,7
H17,UNIVEN,University of Venda,Total,2013,11818
H17,UNIVEN,University of Venda,African,2014,13477
H17,UNIVEN,University of Venda,Coloured,2014,3
H17,UNIVEN,University of Venda,Indian,2014,9
H17,UNIVEN,University of Venda,White,2014,8
H17,UNIVEN,University of Venda,Total,2014,13497
H17,UNIVEN,University of Venda,African,2015,14121
H17,UNIVEN,University of Venda,Coloured,2015,3
H17,UNIVEN,University of Venda,Indian,2015,10
H17,UNIVEN,University of Venda,White,2015,12
H17,UNIVEN,University of Venda,Total,2015,14146
H17,UNIVEN,University of Venda,African,2016,15217
H17,UNIVEN,University of Venda,Coloured,2016,3
H17,UNIVEN,University of Venda,Indian,2016,9
H17,UNIVEN,University of Venda,White,2016,8
H17,UNIVEN,University of Venda,Other,2016,0
H17,UNIVEN,University of Venda,Total,2016,15237
H18,VUT,Vaal University of Technology,African,2009,18247
H18,VUT,Vaal University of Technology,Coloured,2009,292
H18,VUT,Vaal University of Technology,Indian,2009,119
H18,VUT,Vaal University of Technology,White,2009,749
H18,VUT,Vaal University of Technology,Total,2009,19407
H18,VUT,Vaal University of Technology,African,2010,20287
H18,VUT,Vaal University of Technology,Coloured,2010,319
H18,VUT,Vaal University of Technology,Indian,2010,116
H18,VUT,Vaal University of Technology,White,2010,694
H18,VUT,Vaal University of Technology,Total,2010,21416
H18,VUT,Vaal University of Technology,African,2011,20762
H18,VUT,Vaal University of Technology,Coloured,2011,352
H18,VUT,Vaal University of Technology,Indian,2011,86
H18,VUT,Vaal University of Technology,White,2011,661
H18,VUT,Vaal University of Technology,Total,2011,21861
H18,VUT,Vaal University of Technology,African,2012,20262
H18,VUT,Vaal University of Technology,Coloured,2012,308
H18,VUT,Vaal University of Technology,Indian,2012,74
H18,VUT,Vaal University of Technology,White,2012,556
H18,VUT,Vaal University of Technology,Other,2012,1
H18,VUT,Vaal University of Technology,Total,2012,21201
H18,VUT,Vaal University of Technology,African,2013,19785
H18,VUT,Vaal University of Technology,Coloured,2013,268
H18,VUT,Vaal University of Technology,Indian,2013,72
H18,VUT,Vaal University of Technology,White,2013,508
H18,VUT,Vaal University of Technology,Total,2013,20633
H18,VUT,Vaal University of Technology,African,2014,18650
H18,VUT,Vaal University of Technology,Coloured,2014,225
H18,VUT,Vaal University of Technology,Indian,2014,62
H18,VUT,Vaal University of Technology,White,2014,382
H18,VUT,Vaal University of Technology,Total,2014,19319
H18,VUT,Vaal University of Technology,African,2015,17160
H18,VUT,Vaal University of Technology,Coloured,2015,145
H18,VUT,Vaal University of Technology,Indian,2015,44
H18,VUT,Vaal University of Technology,White,2015,329
H18,VUT,Vaal University of Technology,Total,2015,17678
H18,VUT,Vaal University of Technology,African,2016,18790
H18,VUT,Vaal University of Technology,Coloured,2016,132
H18,VUT,Vaal University of Technology,Indian,2016,40
H18,VUT,Vaal University of Technology,White,2016,278
H18,VUT,Vaal University of Technology,Other,2016,1
H18,VUT,Vaal University of Technology,Total,2016,19241
H19,WSU,Walter Sisulu University,African,2009,25095
H19,WSU,Walter Sisulu University,Coloured,2009,50
H19,WSU,Walter Sisulu University,Indian,2009,109
H19,WSU,Walter Sisulu University,White,2009,73
H19,WSU,Walter Sisulu University,Other,2009,29
H19,WSU,Walter Sisulu University,Total,2009,25356
H19,WSU,Walter Sisulu University,African,2010,26505
H19,WSU,Walter Sisulu University,Coloured,2010,41
H19,WSU,Walter Sisulu University,Indian,2010,105
H19,WSU,Walter Sisulu University,White,2010,60
H19,WSU,Walter Sisulu University,Other,2010,23
H19,WSU,Walter Sisulu University,Total,2010,26734
H19,WSU,Walter Sisulu University,African,2011,26813
H19,WSU,Walter Sisulu University,Coloured,2011,44
H19,WSU,Walter Sisulu University,Indian,2011,109
H19,WSU,Walter Sisulu University,White,2011,63
H19,WSU,Walter Sisulu University,Total,2011,27029
H19,WSU,Walter Sisulu University,African,2012,24443
H19,WSU,Walter Sisulu University,Coloured,2012,37
H19,WSU,Walter Sisulu University,Indian,2012,82
H19,WSU,Walter Sisulu University,White,2012,51
H19,WSU,Walter Sisulu University,Total,2012,24613
H19,WSU,Walter Sisulu University,African,2013,23970
H19,WSU,Walter Sisulu University,Coloured,2013,37
H19,WSU,Walter Sisulu University,Indian,2013,72
H19,WSU,Walter Sisulu University,White,2013,43
H19,WSU,Walter Sisulu University,Total,2013,24122
H19,WSU,Walter Sisulu University,African,2014,23783
H19,WSU,Walter Sisulu University,Coloured,2014,35
H19,WSU,Walter Sisulu University,Indian,2014,79
H19,WSU,Walter Sisulu University,White,2014,49
H19,WSU,Walter Sisulu University,Total,2014,23946
H19,WSU,Walter Sisulu University,African,2015,25793
H19,WSU,Walter Sisulu University,Coloured,2015,46
H19,WSU,Walter Sisulu University,Indian,2015,94
H19,WSU,Walter Sisulu University,White,2015,60
H19,WSU,Walter Sisulu University,Total,2015,25993
H19,WSU,Walter Sisulu University,African,2016,28370
H19,WSU,Walter Sisulu University,Coloured,2016,47
H19,WSU,Walter Sisulu University,Indian,2016,98
H19,WSU,Walter Sisulu University,White,2016,66
H19,WSU,Walter Sisulu University,Other,2016,0
H19,WSU,Walter Sisulu University,Total,2016,28581
H20,UWC,University of the Western Cape,African,2009,6382
H20,UWC,University of the Western Cape,Coloured,2009,7647
H20,UWC,University of the Western Cape,Indian,2009,1093
H20,UWC,University of the Western Cape,White,2009,666
H20,UWC,University of the Western Cape,Other,2009,415
H20,UWC,University of the Western Cape,Total,2009,16203
H20,UWC,University of the Western Cape,African,2010,7431
H20,UWC,University of the Western Cape,Coloured,2010,8400
H20,UWC,University of the Western Cape,Indian,2010,1095
H20,UWC,University of the Western Cape,White,2010,762
H20,UWC,University of the Western Cape,Other,2010,371
H20,UWC,University of the Western Cape,Total,2010,18059
H20,UWC,University of the Western Cape,African,2011,7776
H20,UWC,University of the Western Cape,Coloured,2011,8777
H20,UWC,University of the Western Cape,Indian,2011,1073
H20,UWC,University of the Western Cape,White,2011,813
H20,UWC,University of the Western Cape,Other,2011,325
H20,UWC,University of the Western Cape,Total,2011,18764
H20,UWC,University of the Western Cape,African,2012,8328
H20,UWC,University of the Western Cape,Coloured,2012,9067
H20,UWC,University of the Western Cape,Indian,2012,1044
H20,UWC,University of the Western Cape,White,2012,924
H20,UWC,University of the Western Cape,Other,2012,228
H20,UWC,University of the Western Cape,Total,2012,19591
H20,UWC,University of the Western Cape,African,2013,8653
H20,UWC,University of the Western Cape,Coloured,2013,9431
H20,UWC,University of the Western Cape,Indian,2013,1051
H20,UWC,University of the Western Cape,White,2013,1021
H20,UWC,University of the Western Cape,Other,2013,227
H20,UWC,University of the Western Cape,Total,2013,20383
H20,UWC,University of the Western Cape,African,2014,8710
H20,UWC,University of the Western Cape,Coloured,2014,9546
H20,UWC,University of the Western Cape,Indian,2014,1002
H20,UWC,University of the Western Cape,White,2014,1109
H20,UWC,University of the Western Cape,Other,2014,215
H20,UWC,University of the Western Cape,Total,2014,20582
H20,UWC,University of the Western Cape,African,2015,8667
H20,UWC,University of the Western Cape,Coloured,2015,9408
H20,UWC,University of the Western Cape,Indian,2015,960
H20,UWC,University of the Western Cape,White,2015,1135
H20,UWC,University of the Western Cape,Other,2015,212
H20,UWC,University of the Western Cape,Total,2015,20382
H20,UWC,University of the Western Cape,African,2016,9372
H20,UWC,University of the Western Cape,Coloured,2016,10143
H20,UWC,University of the Western Cape,Indian,2016,913
H20,UWC,University of the Western Cape,White,2016,1159
H20,UWC,University of the Western Cape,Other,2016,209
H20,UWC,University of the Western Cape,Total,2016,21796
H21,WITS,University of Witwatersrand,African,2009,16185
H21,WITS,University of Witwatersrand,Coloured,2009,962
H21,WITS,University of Witwatersrand,Indian,2009,4078
H21,WITS,University of Witwatersrand,White,2009,8001
H21,WITS,University of Witwatersrand,Other,2009,8
H21,WITS,University of Witwatersrand,Total,2009,29234
H21,WITS,University of Witwatersrand,African,2010,16670
H21,WITS,University of Witwatersrand,Coloured,2010,1034
H21,WITS,University of Witwatersrand,Indian,2010,4038
H21,WITS,University of Witwatersrand,White,2010,7756
H21,WITS,University of Witwatersrand,Total,2010,29498
H21,WITS,University of Witwatersrand,African,2011,16389
H21,WITS,University of Witwatersrand,Coloured,2011,1027
H21,WITS,University of Witwatersrand,Indian,2011,4050
H21,WITS,University of Witwatersrand,White,2011,7530
H21,WITS,University of Witwatersrand,Other,2011,8
H21,WITS,University of Witwatersrand,Total,2011,29004
H21,WITS,University of Witwatersrand,African,2012,17499
H21,WITS,University of Witwatersrand,Coloured,2012,1084
H21,WITS,University of Witwatersrand,Indian,2012,4106
H21,WITS,University of Witwatersrand,White,2012,7745
H21,WITS,University of Witwatersrand,Other,2012,2
H21,WITS,University of Witwatersrand,Total,2012,30436
H21,WITS,University of Witwatersrand,African,2013,18210
H21,WITS,University of Witwatersrand,Coloured,2013,1157
H21,WITS,University of Witwatersrand,Indian,2013,4076
H21,WITS,University of Witwatersrand,White,2013,7669
H21,WITS,University of Witwatersrand,Other,2013,22
H21,WITS,University of Witwatersrand,Total,2013,31134
H21,WITS,University of Witwatersrand,African,2014,19533
H21,WITS,University of Witwatersrand,Coloured,2014,1256
H21,WITS,University of Witwatersrand,Indian,2014,4362
H21,WITS,University of Witwatersrand,White,2014,7569
H21,WITS,University of Witwatersrand,Other,2014,1
H21,WITS,University of Witwatersrand,Total,2014,32721
H21,WITS,University of Witwatersrand,African,2015,20340
H21,WITS,University of Witwatersrand,Coloured,2015,1367
H21,WITS,University of Witwatersrand,Indian,2015,4470
H21,WITS,University of Witwatersrand,White,2015,7597
H21,WITS,University of Witwatersrand,Other,2015,3
H21,WITS,University of Witwatersrand,Total,2015,33777
H21,WITS,University of Witwatersrand,African,2016,23522
H21,WITS,University of Witwatersrand,Coloured,2016,1540
H21,WITS,University of Witwatersrand,Indian,2016,4761
H21,WITS,University of Witwatersrand,White,2016,7625
H21,WITS,University of Witwatersrand,Other,2016,0
H21,WITS,University of Witwatersrand,Total,2016,37448
H22,UZ,University of Zululand,African,2009,13120
H22,UZ,University of Zululand,Coloured,2009,13
H22,UZ,University of Zululand,Indian,2009,106
H22,UZ,University of Zululand,White,2009,52
H22,UZ,University of Zululand,Total,2009,13291
H22,UZ,University of Zululand,African,2010,14560
H22,UZ,University of Zululand,Coloured,2010,10
H22,UZ,University of Zululand,Indian,2010,94
H22,UZ,University of Zululand,White,2010,61
H22,UZ,University of Zululand,Total,2010,14725
H22,UZ,University of Zululand,African,2011,15435
H22,UZ,University of Zululand,Coloured,2011,13
H22,UZ,University of Zululand,Indian,2011,78
H22,UZ,University of Zululand,White,2011,59
H22,UZ,University of Zululand,Other,2011,7
H22,UZ,University of Zululand,Total,2011,15592
H22,UZ,University of Zululand,African,2012,16323
H22,UZ,University of Zululand,Coloured,2012,14
H22,UZ,University of Zululand,Indian,2012,50
H22,UZ,University of Zululand,White,2012,45
H22,UZ,University of Zululand,Other,2012,2
H22,UZ,University of Zululand,Total,2012,16434
H22,UZ,University of Zululand,African,2013,16466
H22,UZ,University of Zululand,Coloured,2013,26
H22,UZ,University of Zululand,Indian,2013,55
H22,UZ,University of Zululand,White,2013,44
H22,UZ,University of Zululand,Total,2013,16591
H22,UZ,University of Zululand,African,2014,16517
H22,UZ,University of Zululand,Coloured,2014,33
H22,UZ,University of Zululand,Indian,2014,62
H22,UZ,University of Zululand,White,2014,46
H22,UZ,University of Zululand,Other,2014,5
H22,UZ,University of Zululand,Total,2014,16663
H22,UZ,University of Zululand,African,2015,16755
H22,UZ,University of Zululand,Coloured,2015,33
H22,UZ,University of Zululand,Indian,2015,66
H22,UZ,University of Zululand,White,2015,31
H22,UZ,University of Zululand,Other,2015,6
H22,UZ,University of Zululand,Total,2015,16891
H22,UZ,University of Zululand,African,2016,17531
H22,UZ,University of Zululand,Coloured,2016,27
H22,UZ,University of Zululand,Indian,2016,65
H22,UZ,University of Zululand,White,2016,32
H22,UZ,University of Zululand,Other,2016,7
H22,UZ,University of Zululand,Total,2016,17662
H23,SPU,Sol Plaatje University,Total,2009,0
H23,SPU,Sol Plaatje University,Total,2010,0
H23,SPU,Sol Plaatje University,Total,2011,0
H23,SPU,Sol Plaatje University,Total,2012,0
H23,SPU,Sol Plaatje University,Total,2013,0
H23,SPU,Sol Plaatje University,African,2014,90
H23,SPU,Sol Plaatje University,Coloured,2014,30
H23,SPU,Sol Plaatje University,Indian,2014,1
H23,SPU,Sol Plaatje University,White,2014,3
H23,SPU,Sol Plaatje University,Other,2014,0
H23,SPU,Sol Plaatje University,Total,2014,124
H23,SPU,Sol Plaatje University,African,2015,219
H23,SPU,Sol Plaatje University,Coloured,2015,83
H23,SPU,Sol Plaatje University,Indian,2015,6
H23,SPU,Sol Plaatje University,White,2015,20
H23,SPU,Sol Plaatje University,Total,2015,328
H23,SPU,Sol Plaatje University,African,2016,484
H23,SPU,Sol Plaatje University,Coloured,2016,170
H23,SPU,Sol Plaatje University,Indian,2016,11
H23,SPU,Sol Plaatje University,White,2016,38
H23,SPU,Sol Plaatje University,Other,2016,0
H23,SPU,Sol Plaatje University,Total,2016,703
H24,UMP,University of Mpumalanga,Total,2009,0
H24,UMP,University of Mpumalanga,Total,2010,0
H24,UMP,University of Mpumalanga,Total,2011,0
H24,UMP,University of Mpumalanga,Total,2012,0
H24,UMP,University of Mpumalanga,Total,2013,0
H24,UMP,University of Mpumalanga,African,2014,138
H24,UMP,University of Mpumalanga,Coloured,2014,1
H24,UMP,University of Mpumalanga,Indian,2014,1
H24,UMP,University of Mpumalanga,White,2014,0
H24,UMP,University of Mpumalanga,Other,2014,0
H24,UMP,University of Mpumalanga,Total,2014,140
H24,UMP,University of Mpumalanga,African,2015,808
H24,UMP,University of Mpumalanga,Coloured,2015,1
H24,UMP,University of Mpumalanga,Indian,2015,1
H24,UMP,University of Mpumalanga,White,2015,6
H24,UMP,University of Mpumalanga,Total,2015,816
H24,UMP,University of Mpumalanga,African,2016,1258
H24,UMP,University of Mpumalanga,Coloured,2016,3
H24,UMP,University of Mpumalanga,Indian,2016,1
H24,UMP,University of Mpumalanga,White,2016,6
H24,UMP,University of Mpumalanga,Other,2016,0
H24,UMP,University of Mpumalanga,Total,2016,1268
H25,MUT,Mangosuthu University of Technology,African,2009,9665
H25,MUT,Mangosuthu University of Technology,Coloured,2009,5
H25,MUT,Mangosuthu University of Technology,Indian,2009,7
H25,MUT,Mangosuthu University of Technology,White,2009,0
H25,MUT,Mangosuthu University of Technology,Total,2009,9677
H25,MUT,Mangosuthu University of Technology,African,2010,10015
H25,MUT,Mangosuthu University of Technology,Coloured,2010,8
H25,MUT,Mangosuthu University of Technology,Indian,2010,9
H25,MUT,Mangosuthu University of Technology,White,2010,1
H25,MUT,Mangosuthu University of Technology,Total,2010,10033
H25,MUT,Mangosuthu University of Technology,African,2011,10261
H25,MUT,Mangosuthu University of Technology,Coloured,2011,10
H25,MUT,Mangosuthu University of Technology,Indian,2011,9
H25,MUT,Mangosuthu University of Technology,White,2011,6
H25,MUT,Mangosuthu University of Technology,Total,2011,10286
H25,MUT,Mangosuthu University of Technology,African,2012,10776
H25,MUT,Mangosuthu University of Technology,Coloured,2012,10
H25,MUT,Mangosuthu University of Technology,Indian,2012,12
H25,MUT,Mangosuthu University of Technology,White,2012,4
H25,MUT,Mangosuthu University of Technology,Total,2012,10802
H25,MUT,Mangosuthu University of Technology,African,2013,11340
H25,MUT,Mangosuthu University of Technology,Coloured,2013,16
H25,MUT,Mangosuthu University of Technology,Indian,2013,14
H25,MUT,Mangosuthu University of Technology,White,2013,5
H25,MUT,Mangosuthu University of Technology,Total,2013,11375
H25,MUT,Mangosuthu University of Technology,African,2014,11334
H25,MUT,Mangosuthu University of Technology,Coloured,2014,16
H25,MUT,Mangosuthu University of Technology,Indian,2014,24
H25,MUT,Mangosuthu University of Technology,White,2014,3
H25,MUT,Mangosuthu University of Technology,Total,2014,11377
H25,MUT,Mangosuthu University of Technology,African,2015,11469
H25,MUT,Mangosuthu University of Technology,Coloured,2015,15
H25,MUT,Mangosuthu University of Technology,Indian,2015,27
H25,MUT,Mangosuthu University of Technology,White,2015,7
H25,MUT,Mangosuthu University of Technology,Total,2015,11518
H25,MUT,Mangosuthu University of Technology,African,2016,11529
H25,MUT,Mangosuthu University of Technology,Coloured,2016,15
H25,MUT,Mangosuthu University of Technology,Indian,2016,35
H25,MUT,Mangosuthu University of Technology,White,2016,9
H25,MUT,Mangosuthu University of Technology,Other,2016,0
H25,MUT,Mangosuthu University of Technology,Total,2016,11588
H26,SMHSU,Sefako Makgatho Health Science University,Total,2009,0
H26,SMHSU,Sefako Makgatho Health Science University,Total,2010,0
H26,SMHSU,Sefako Makgatho Health Science University,Total,2011,0
H26,SMHSU,Sefako Makgatho Health Science University,Total,2012,0
H26,SMHSU,Sefako Makgatho Health Science University,Total,2013,0
H26,SMHSU,Sefako Makgatho Health Science University,Total,2014,0
H26,SMHSU,Sefako Makgatho Health Science University,African,2015,4638
H26,SMHSU,Sefako Makgatho Health Science University,Coloured,2015,15
H26,SMHSU,Sefako Makgatho Health Science University,Indian,2015,151
H26,SMHSU,Sefako Makgatho Health Science University,White,2015,270
H26,SMHSU,Sefako Makgatho Health Science University,Total,2015,5074
H26,SMHSU,Sefako Makgatho Health Science University,African,2016,4941
H26,SMHSU,Sefako Makgatho Health Science University,Coloured,2016,15
H26,SMHSU,Sefako Makgatho Health Science University,Indian,2016,154
H26,SMHSU,Sefako Makgatho Health Science University,White,2016,292
H26,SMHSU,Sefako Makgatho Health Science University,Other,2016,0
H26,SMHSU,Sefako Makgatho Health Science University,Total,2016,5402
