institution_code,institution_abbreviation,institution_name,year,gender,value
H18,VUT,Vaal University of Technology,2014,Total,19319
H18,VUT,Vaal University of Technology,2015,Female,8086
H18,VUT,Vaal University of Technology,2015,Male,9592
H18,VUT,Vaal University of Technology,2015,Other,
H18,VUT,Vaal University of Technology,2015,Total,17678
H18,VUT,Vaal University of Technology,2016,Female,8655
H18,VUT,Vaal University of Technology,2016,Male,10586
H18,VUT,Vaal University of Technology,2016,Other,
H18,VUT,Vaal University of Technology,2016,Total,19241
H19,WSU,Walter Sisulu University,2009,Female,14174
H19,WSU,Walter Sisulu University,2009,Male,11182
H19,WSU,Walter Sisulu University,2009,Other,
H19,WSU,Walter Sisulu University,2009,Total,25356
H19,WSU,Walter Sisulu University,2010,Female,14999
H19,WSU,Walter Sisulu University,2010,Male,11735
H19,WSU,Walter Sisulu University,2010,Other,
H19,WSU,Walter Sisulu University,2010,Total,26734
H19,WSU,Walter Sisulu University,2011,Female,15273
H19,WSU,Walter Sisulu University,2011,Male,11756
H19,WSU,Walter Sisulu University,2011,Other,
H19,WSU,Walter Sisulu University,2011,Total,27029
H19,WSU,Walter Sisulu University,2012,Female,13707.999999999223
H19,WSU,Walter Sisulu University,2012,Male,10904.999999999427
H19,WSU,Walter Sisulu University,2012,Other,
H19,WSU,Walter Sisulu University,2012,Total,24612.99999999865
H19,WSU,Walter Sisulu University,2013,Female,13157
H19,WSU,Walter Sisulu University,2013,Male,10965
H19,WSU,Walter Sisulu University,2013,Other,
H19,WSU,Walter Sisulu University,2013,Total,24122
H19,WSU,Walter Sisulu University,2014,Female,13829
H19,WSU,Walter Sisulu University,2014,Male,10117
H19,WSU,Walter Sisulu University,2014,Other,
H19,WSU,Walter Sisulu University,2014,Total,23946
H19,WSU,Walter Sisulu University,2015,Female,14883
H19,WSU,Walter Sisulu University,2015,Male,11110
H19,WSU,Walter Sisulu University,2015,Other,
H19,WSU,Walter Sisulu University,2015,Total,25993
H19,WSU,Walter Sisulu University,2016,Female,16216
H19,WSU,Walter Sisulu University,2016,Male,12365
H19,WSU,Walter Sisulu University,2016,Other,
H19,WSU,Walter Sisulu University,2016,Total,28581
H20,UWC,University of the Western Cape,2009,Female,9801
H20,UWC,University of the Western Cape,2009,Male,6401
H20,UWC,University of the Western Cape,2009,Other,1
H20,UWC,University of the Western Cape,2009,Total,16203
H20,UWC,University of the Western Cape,2010,Female,10724
H20,UWC,University of the Western Cape,2010,Male,7334
H20,UWC,University of the Western Cape,2010,Other,1
H20,UWC,University of the Western Cape,2010,Total,18059
H20,UWC,University of the Western Cape,2011,Female,11243
H20,UWC,University of the Western Cape,2011,Male,7521
H20,UWC,University of the Western Cape,2011,Other,
H20,UWC,University of the Western Cape,2011,Total,18764
H20,UWC,University of the Western Cape,2012,Female,11757
H20,UWC,University of the Western Cape,2012,Male,7833
H20,UWC,University of the Western Cape,2012,Other,1
H20,UWC,University of the Western Cape,2012,Total,19591
H20,UWC,University of the Western Cape,2013,Female,12171
H20,UWC,University of the Western Cape,2013,Male,8211
H20,UWC,University of the Western Cape,2013,Other,1
H20,UWC,University of the Western Cape,2013,Total,20383
H20,UWC,University of the Western Cape,2014,Female,12368
H20,UWC,University of the Western Cape,2014,Male,8214
H20,UWC,University of the Western Cape,2014,Other,
H20,UWC,University of the Western Cape,2014,Total,20582
H20,UWC,University of the Western Cape,2015,Female,12130
H20,UWC,University of the Western Cape,2015,Male,8252
H20,UWC,University of the Western Cape,2015,Other,
H20,UWC,University of the Western Cape,2015,Total,20382
H20,UWC,University of the Western Cape,2016,Female,13036
H20,UWC,University of the Western Cape,2016,Male,8760
H20,UWC,University of the Western Cape,2016,Other,
H20,UWC,University of the Western Cape,2016,Total,21796
H21,WITS,University of Witwatersrand,2009,Female,15562
H21,WITS,University of Witwatersrand,2009,Male,13672
H21,WITS,University of Witwatersrand,2009,Other,
H21,WITS,University of Witwatersrand,2009,Total,29234
H21,WITS,University of Witwatersrand,2010,Female,15795
H21,WITS,University of Witwatersrand,2010,Male,13703
H21,WITS,University of Witwatersrand,2010,Other,
H21,WITS,University of Witwatersrand,2010,Total,29498
H21,WITS,University of Witwatersrand,2011,Female,15675
H21,WITS,University of Witwatersrand,2011,Male,13329
H21,WITS,University of Witwatersrand,2011,Other,
H21,WITS,University of Witwatersrand,2011,Total,29004
H21,WITS,University of Witwatersrand,2012,Female,16526
H21,WITS,University of Witwatersrand,2012,Male,13909.73
H21,WITS,University of Witwatersrand,2012,Other,
H21,WITS,University of Witwatersrand,2012,Total,30435.73
H21,WITS,University of Witwatersrand,2013,Female,17026
H21,WITS,University of Witwatersrand,2013,Male,14108
H21,WITS,University of Witwatersrand,2013,Other,
H21,WITS,University of Witwatersrand,2013,Total,31134
H21,WITS,University of Witwatersrand,2014,Female,17824
H21,WITS,University of Witwatersrand,2014,Male,14897
H21,WITS,University of Witwatersrand,2014,Other,
H21,WITS,University of Witwatersrand,2014,Total,32721
H21,WITS,University of Witwatersrand,2015,Female,18555
H21,WITS,University of Witwatersrand,2015,Male,15222
H21,WITS,University of Witwatersrand,2015,Other,
H21,WITS,University of Witwatersrand,2015,Total,33777
H21,WITS,University of Witwatersrand,2016,Female,20473
H21,WITS,University of Witwatersrand,2016,Male,16970
H21,WITS,University of Witwatersrand,2016,Other,5
H21,WITS,University of Witwatersrand,2016,Total,37448
H22,UZ,University of Zululand,2009,Female,8721
H22,UZ,University of Zululand,2009,Male,4570
H22,UZ,University of Zululand,2009,Other,
H22,UZ,University of Zululand,2009,Total,13291
H22,UZ,University of Zululand,2010,Female,9773
H22,UZ,University of Zululand,2010,Male,4952
H22,UZ,University of Zululand,2010,Other,
H22,UZ,University of Zululand,2010,Total,14725
H22,UZ,University of Zululand,2011,Female,10164
H22,UZ,University of Zululand,2011,Male,5428
H22,UZ,University of Zululand,2011,Other,
H22,UZ,University of Zululand,2011,Total,15592
H22,UZ,University of Zululand,2012,Female,10624
H22,UZ,University of Zululand,2012,Male,5810
H22,UZ,University of Zululand,2012,Other,
H22,UZ,University of Zululand,2012,Total,16434
H22,UZ,University of Zululand,2013,Female,10397
H22,UZ,University of Zululand,2013,Male,6194
H22,UZ,University of Zululand,2013,Other,
H22,UZ,University of Zululand,2013,Total,16591
H22,UZ,University of Zululand,2014,Female,10096
H22,UZ,University of Zululand,2014,Male,6567
H22,UZ,University of Zululand,2014,Other,
H22,UZ,University of Zululand,2014,Total,16663
H22,UZ,University of Zululand,2015,Female,9978
H22,UZ,University of Zululand,2015,Male,6913
H22,UZ,University of Zululand,2015,Other,
H22,UZ,University of Zululand,2015,Total,16891
H22,UZ,University of Zululand,2016,Female,10306
H22,UZ,University of Zululand,2016,Male,7356
H22,UZ,University of Zululand,2016,Other,
H22,UZ,University of Zululand,2016,Total,17662
H23,SPU,Sol Plaatje University,2009,Female,
H23,SPU,Sol Plaatje University,2009,Male,
H23,SPU,Sol Plaatje University,2009,Other,
H23,SPU,Sol Plaatje University,2009,Total,
H23,SPU,Sol Plaatje University,2010,Female,
H23,SPU,Sol Plaatje University,2010,Male,
H23,SPU,Sol Plaatje University,2010,Other,
H23,SPU,Sol Plaatje University,2010,Total,
H23,SPU,Sol Plaatje University,2011,Female,
H23,SPU,Sol Plaatje University,2011,Male,
H23,SPU,Sol Plaatje University,2011,Other,
H23,SPU,Sol Plaatje University,2011,Total,
H23,SPU,Sol Plaatje University,2012,Female,
H23,SPU,Sol Plaatje University,2012,Male,
H23,SPU,Sol Plaatje University,2012,Other,
H23,SPU,Sol Plaatje University,2012,Total,
H23,SPU,Sol Plaatje University,2013,Female,
H23,SPU,Sol Plaatje University,2013,Male,
H23,SPU,Sol Plaatje University,2013,Other,
H23,SPU,Sol Plaatje University,2013,Total,
H23,SPU,Sol Plaatje University,2014,Female,64
H23,SPU,Sol Plaatje University,2014,Male,60
H23,SPU,Sol Plaatje University,2014,Other,
H23,SPU,Sol Plaatje University,2014,Total,124
H23,SPU,Sol Plaatje University,2015,Female,173
H23,SPU,Sol Plaatje University,2015,Male,155
H23,SPU,Sol Plaatje University,2015,Other,
H23,SPU,Sol Plaatje University,2015,Total,328
H23,SPU,Sol Plaatje University,2016,Female,382
H23,SPU,Sol Plaatje University,2016,Male,321
H23,SPU,Sol Plaatje University,2016,Other,
H23,SPU,Sol Plaatje University,2016,Total,703
H24,UMP,University of Mpumalanga,2009,Female,
H24,UMP,University of Mpumalanga,2009,Male,
H24,UMP,University of Mpumalanga,2009,Other,
H24,UMP,University of Mpumalanga,2009,Total,
H24,UMP,University of Mpumalanga,2010,Female,
H24,UMP,University of Mpumalanga,2010,Male,
H24,UMP,University of Mpumalanga,2010,Other,
H24,UMP,University of Mpumalanga,2010,Total,
H24,UMP,University of Mpumalanga,2011,Female,
H24,UMP,University of Mpumalanga,2011,Male,
H24,UMP,University of Mpumalanga,2011,Other,
H24,UMP,University of Mpumalanga,2011,Total,
H24,UMP,University of Mpumalanga,2012,Female,
H24,UMP,University of Mpumalanga,2012,Male,
H24,UMP,University of Mpumalanga,2012,Other,
H24,UMP,University of Mpumalanga,2012,Total,
H24,UMP,University of Mpumalanga,2013,Female,
H24,UMP,University of Mpumalanga,2013,Male,
H24,UMP,University of Mpumalanga,2013,Other,
H24,UMP,University of Mpumalanga,2013,Total,
H24,UMP,University of Mpumalanga,2014,Female,73
H24,UMP,University of Mpumalanga,2014,Male,67
H24,UMP,University of Mpumalanga,2014,Other,
H24,UMP,University of Mpumalanga,2014,Total,140
H24,UMP,University of Mpumalanga,2015,Female,423
H24,UMP,University of Mpumalanga,2015,Male,393
H24,UMP,University of Mpumalanga,2015,Other,
H24,UMP,University of Mpumalanga,2015,Total,816
H24,UMP,University of Mpumalanga,2016,Female,683
H24,UMP,University of Mpumalanga,2016,Male,585
H24,UMP,University of Mpumalanga,2016,Other,
H24,UMP,University of Mpumalanga,2016,Total,1268
H25,MUT,Mangosuthu University of Technology,2009,Female,5042
H25,MUT,Mangosuthu University of Technology,2009,Male,4635
H25,MUT,Mangosuthu University of Technology,2009,Other,
H25,MUT,Mangosuthu University of Technology,2009,Total,9677
H25,MUT,Mangosuthu University of Technology,2010,Female,5214
H25,MUT,Mangosuthu University of Technology,2010,Male,4819
H25,MUT,Mangosuthu University of Technology,2010,Other,
H25,MUT,Mangosuthu University of Technology,2010,Total,10033
H25,MUT,Mangosuthu University of Technology,2011,Female,5266
H25,MUT,Mangosuthu University of Technology,2011,Male,5020
H25,MUT,Mangosuthu University of Technology,2011,Other,
H25,MUT,Mangosuthu University of Technology,2011,Total,10286
H25,MUT,Mangosuthu University of Technology,2012,Female,5518
H25,MUT,Mangosuthu University of Technology,2012,Male,5284
H25,MUT,Mangosuthu University of Technology,2012,Other,
H25,MUT,Mangosuthu University of Technology,2012,Total,10802
H25,MUT,Mangosuthu University of Technology,2013,Female,5715
H25,MUT,Mangosuthu University of Technology,2013,Male,5660
H25,MUT,Mangosuthu University of Technology,2013,Other,
H25,MUT,Mangosuthu University of Technology,2013,Total,11375
H25,MUT,Mangosuthu University of Technology,2014,Female,5541
H25,MUT,Mangosuthu University of Technology,2014,Male,5836
H25,MUT,Mangosuthu University of Technology,2014,Other,
H25,MUT,Mangosuthu University of Technology,2014,Total,11377
H25,MUT,Mangosuthu University of Technology,2015,Female,5506
H25,MUT,Mangosuthu University of Technology,2015,Male,6012
H25,MUT,Mangosuthu University of Technology,2015,Other,
H25,MUT,Mangosuthu University of Technology,2015,Total,11518
H25,MUT,Mangosuthu University of Technology,2016,Female,5483
H25,MUT,Mangosuthu University of Technology,2016,Male,6105
H25,MUT,Mangosuthu University of Technology,2016,Other,
H25,MUT,Mangosuthu University of Technology,2016,Total,11588
H26,SMHSU,Sefako Makgatho Health Science University,2009,Female,
H26,SMHSU,Sefako Makgatho Health Science University,2009,Male,
H26,SMHSU,Sefako Makgatho Health Science University,2009,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2009,Total,
H26,SMHSU,Sefako Makgatho Health Science University,2010,Female,
H26,SMHSU,Sefako Makgatho Health Science University,2010,Male,
H26,SMHSU,Sefako Makgatho Health Science University,2010,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2010,Total,
H26,SMHSU,Sefako Makgatho Health Science University,2011,Female,
H26,SMHSU,Sefako Makgatho Health Science University,2011,Male,
H26,SMHSU,Sefako Makgatho Health Science University,2011,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2011,Total,
H26,SMHSU,Sefako Makgatho Health Science University,2012,Female,
H26,SMHSU,Sefako Makgatho Health Science University,2012,Male,
H26,SMHSU,Sefako Makgatho Health Science University,2012,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2012,Total,
H26,SMHSU,Sefako Makgatho Health Science University,2013,Female,
H26,SMHSU,Sefako Makgatho Health Science University,2013,Male,
H26,SMHSU,Sefako Makgatho Health Science University,2013,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2013,Total,
H26,SMHSU,Sefako Makgatho Health Science University,2014,Female,
H26,SMHSU,Sefako Makgatho Health Science University,2014,Male,
H26,SMHSU,Sefako Makgatho Health Science University,2014,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2014,Total,
H26,SMHSU,Sefako Makgatho Health Science University,2015,Female,3047
H26,SMHSU,Sefako Makgatho Health Science University,2015,Male,2027
H26,SMHSU,Sefako Makgatho Health Science University,2015,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2015,Total,5074
H26,SMHSU,Sefako Makgatho Health Science University,2016,Female,3294
H26,SMHSU,Sefako Makgatho Health Science University,2016,Male,2108
H26,SMHSU,Sefako Makgatho Health Science University,2016,Other,
H26,SMHSU,Sefako Makgatho Health Science University,2016,Total,5402
